Serial,Gas_Concentration(ppm),Temperature(°C),Pressure(psi),Thermal_Gradient(°C/m),Acoustic_Amplitude(dB),Acoustic_Frequency(Hz),Flow_Rate(L/min),Segment,Leak_Type,Leak_Status
8089,0.66,25.65,100.96,0.04,9.93,53.86,60.95,1,Non-Leak,0
8090,199.34,22.59,84.24,0.9,33.73,344.43,55.26,2,Small,1
8091,0.63,24.93,100.46,0.06,9.43,55.97,61.04,3,Non-Leak,0
8092,670.63,21.35,77.51,1.77,50.57,633.08,52.89,4,Medium,1
8093,0.51,25.49,100.75,0.05,10.15,56.41,60.97,5,Non-Leak,0
8094,1097.04,18.74,59.76,2.39,72.32,804.02,44.26,6,Large,1
8095,0.43,25.04,100.96,0.04,9.91,56.42,60.77,7,Non-Leak,0
8096,187.44,22.37,84.92,0.9,33.88,354.12,54.0,8,Small,1
8097,0.74,25.85,100.81,0.05,10.27,56.35,60.94,9,Non-Leak,0
8098,685.65,21.58,77.5,1.51,50.76,630.22,52.49,10,Medium,1
8099,0.47,25.71,100.48,0.05,10.95,59.08,60.8,11,Non-Leak,0
8100,1036.3,19.16,59.69,2.61,75.27,800.48,44.56,12,Large,1
8101,0.56,25.82,100.12,0.03,9.17,55.09,60.99,1,Non-Leak,0
8102,182.48,22.6,84.3,0.89,34.8,310.66,55.83,2,Small,1
8103,0.38,25.76,100.45,0.03,9.5,55.72,61.04,3,Non-Leak,0
8104,703.89,21.53,76.21,1.69,51.08,603.93,52.89,4,Medium,1
8105,0.86,24.81,100.66,0.06,9.33,51.58,60.78,5,Non-Leak,0
8106,1185.45,18.84,61.55,2.47,75.83,771.77,45.09,6,Large,1
8107,0.66,25.79,100.44,0.04,10.51,51.5,60.74,7,Non-Leak,0
8108,163.41,22.82,83.41,0.9,33.49,313.47,54.16,8,Small,1
8109,0.7,25.27,100.74,0.05,9.31,58.14,61.05,9,Non-Leak,0
8110,670.96,21.47,75.55,1.52,50.33,642.29,52.78,10,Medium,1
8111,0.55,25.01,100.19,0.05,10.02,55.09,60.95,11,Non-Leak,0
8112,1099.04,18.48,61.7,2.71,73.43,778.87,43.56,12,Large,1
8113,0.57,25.81,100.78,0.04,9.78,54.91,61.0,1,Non-Leak,0
8114,162.37,22.29,83.28,0.76,33.94,353.9,55.35,2,Small,1
8115,0.31,24.84,100.72,0.05,10.67,51.53,60.77,3,Non-Leak,0
8116,685.07,21.57,76.81,1.55,50.21,608.49,52.47,4,Medium,1
8117,0.86,25.38,100.64,0.05,9.73,53.7,61.0,5,Non-Leak,0
8118,1171.42,19.43,59.65,2.44,74.31,828.58,44.68,6,Large,1
8119,0.75,25.45,100.75,0.03,10.56,59.66,61.01,7,Non-Leak,0
8120,182.59,22.4,84.51,0.76,32.58,358.14,54.33,8,Small,1
8121,0.7,25.41,100.52,0.06,9.54,53.63,61.04,9,Non-Leak,0
8122,682.5,21.35,75.62,1.58,50.94,628.74,52.67,10,Medium,1
8123,0.88,25.07,100.81,0.06,10.64,52.57,61.02,11,Non-Leak,0
8124,1012.52,19.44,61.42,2.33,72.64,786.04,43.92,12,Large,1
8125,0.42,25.2,100.22,0.04,9.91,54.35,61.07,1,Non-Leak,0
8126,198.79,22.68,84.57,0.7,30.3,355.31,54.52,2,Small,1
8127,0.34,25.6,100.26,0.06,9.12,57.72,60.8,3,Non-Leak,0
8128,702.15,21.3,77.78,1.63,51.53,613.23,53.39,4,Medium,1
8129,0.83,25.19,100.48,0.05,9.01,58.73,61.0,5,Non-Leak,0
8130,1024.11,19.48,61.16,2.54,74.17,842.91,45.96,6,Large,1
8131,0.43,24.85,100.08,0.03,10.84,54.33,60.97,7,Non-Leak,0
8132,165.0,22.4,83.62,0.82,31.72,346.86,54.71,8,Small,1
8133,0.52,25.35,100.13,0.06,10.98,59.92,60.74,9,Non-Leak,0
8134,656.23,21.56,75.15,1.64,51.12,613.06,52.22,10,Medium,1
8135,0.78,25.15,100.1,0.04,10.68,50.66,61.02,11,Non-Leak,0
8136,1126.08,19.49,61.49,2.68,75.82,831.87,44.33,12,Large,1
8137,0.61,25.01,100.65,0.04,10.77,56.1,61.01,1,Non-Leak,0
8138,186.4,22.61,83.32,0.89,34.64,330.85,54.64,2,Small,1
8139,0.77,25.18,100.31,0.03,9.93,50.42,61.1,3,Non-Leak,0
8140,651.58,21.36,77.27,1.66,51.36,615.32,52.69,4,Medium,1
8141,0.4,25.08,100.22,0.06,9.01,59.89,60.97,5,Non-Leak,0
8142,1094.53,19.78,60.81,2.42,74.59,783.42,45.57,6,Large,1
8143,0.32,25.39,100.97,0.05,9.02,51.68,61.02,7,Non-Leak,0
8144,157.7,22.69,83.75,0.8,31.22,333.48,54.86,8,Small,1
8145,0.4,24.86,100.1,0.03,9.86,50.29,60.79,9,Non-Leak,0
8146,687.04,21.55,75.95,1.76,51.22,620.99,53.0,10,Medium,1
8147,0.35,24.71,100.14,0.05,10.93,56.53,61.02,11,Non-Leak,0
8148,1143.68,18.5,59.2,2.77,74.67,797.13,44.19,12,Large,1
8149,0.84,25.08,100.01,0.05,9.75,51.42,60.71,1,Non-Leak,0
8150,151.53,22.41,84.18,0.87,33.06,331.04,54.7,2,Small,1
8151,0.73,25.21,100.91,0.05,9.45,51.36,60.89,3,Non-Leak,0
8152,676.43,21.35,76.74,1.62,50.71,609.46,53.02,4,Medium,1
8153,0.77,24.74,100.4,0.04,9.73,54.63,60.8,5,Non-Leak,0
8154,1207.59,19.36,59.79,2.42,75.47,794.37,43.94,6,Large,1
8155,0.6,24.74,100.2,0.06,9.8,56.27,60.88,7,Non-Leak,0
8156,157.72,22.86,83.32,0.83,32.97,354.29,54.34,8,Small,1
8157,0.79,25.26,100.23,0.06,10.26,54.29,61.04,9,Non-Leak,0
8158,693.2,20.66,75.48,1.51,50.33,637.53,52.74,10,Medium,1
8159,0.6,25.38,100.66,0.06,9.73,59.05,60.78,11,Non-Leak,0
8160,1078.33,19.59,61.05,2.79,75.35,801.35,44.99,12,Large,1
8161,0.7,25.2,100.21,0.04,10.32,51.0,61.09,1,Non-Leak,0
8162,194.6,22.67,84.87,0.79,31.61,343.56,54.18,2,Small,1
8163,0.79,25.36,100.57,0.05,9.36,53.71,60.96,3,Non-Leak,0
8164,664.89,21.0,77.37,1.8,50.2,609.08,53.22,4,Medium,1
8165,0.42,25.66,100.26,0.04,9.39,56.74,61.07,5,Non-Leak,0
8166,1054.39,19.86,60.72,2.48,74.11,774.52,44.54,6,Large,1
8167,0.42,25.63,100.28,0.07,9.97,50.12,60.9,7,Non-Leak,0
8168,194.93,22.21,83.03,0.8,33.36,338.7,54.53,8,Small,1
8169,0.57,25.15,100.74,0.04,9.07,56.21,61.04,9,Non-Leak,0
8170,672.85,21.45,77.93,1.69,50.94,616.15,52.67,10,Medium,1
8171,0.62,25.76,100.52,0.07,9.54,50.72,60.81,11,Non-Leak,0
8172,1058.9,18.95,61.54,2.34,72.26,820.71,44.4,12,Large,1
8173,0.79,25.79,100.92,0.05,10.31,54.44,60.91,1,Non-Leak,0
8174,188.25,22.77,84.32,0.75,32.53,333.23,55.05,2,Small,1
8175,0.74,24.73,100.17,0.05,9.84,51.98,60.8,3,Non-Leak,0
8176,685.26,21.11,75.6,1.76,51.96,607.11,53.43,4,Medium,1
8177,0.74,24.87,100.19,0.06,9.33,56.29,60.92,5,Non-Leak,0
8178,1092.0,19.06,60.65,2.58,75.53,788.89,43.56,6,Large,1
8179,0.35,25.36,100.67,0.03,10.45,50.08,60.95,7,Non-Leak,0
8180,189.49,22.64,84.83,0.73,33.63,354.31,54.31,8,Small,1
8181,0.58,25.09,100.86,0.05,10.8,57.03,60.73,9,Non-Leak,0
8182,698.61,21.54,75.45,1.56,50.8,622.09,53.15,10,Medium,1
8183,0.58,25.83,100.14,0.05,9.24,53.73,61.08,11,Non-Leak,0
8184,1191.13,18.09,61.03,2.43,72.58,811.79,44.64,12,Large,1
8185,0.88,25.02,100.82,0.06,9.27,51.12,60.88,1,Non-Leak,0
8186,162.91,22.8,84.56,0.72,33.9,315.92,54.94,2,Small,1
8187,0.42,25.83,100.4,0.04,9.86,52.32,61.08,3,Non-Leak,0
8188,694.21,20.75,76.74,1.59,51.1,637.21,53.31,4,Medium,1
8189,0.83,25.14,100.93,0.04,9.26,56.63,60.86,5,Non-Leak,0
8190,1190.47,18.69,59.28,2.67,75.78,842.71,44.89,6,Large,1
8191,0.78,25.18,100.86,0.06,9.54,53.65,60.92,7,Non-Leak,0
8192,156.24,22.77,84.5,0.74,31.6,316.7,54.43,8,Small,1
8193,0.36,25.87,100.26,0.05,10.71,55.31,60.93,9,Non-Leak,0
8194,659.5,21.1,76.24,1.61,50.63,606.76,52.57,10,Medium,1
8195,0.66,25.07,100.9,0.04,9.45,57.92,60.8,11,Non-Leak,0
8196,1014.68,19.87,61.42,2.54,75.41,791.48,44.35,12,Large,1
8197,0.52,25.82,100.21,0.04,10.42,55.37,60.9,1,Non-Leak,0
8198,199.21,22.89,84.23,0.82,34.68,319.4,55.52,2,Small,1
8199,0.55,25.12,100.23,0.03,10.65,58.29,60.98,3,Non-Leak,0
8200,691.09,20.76,76.92,1.74,51.86,608.62,52.85,4,Medium,1
8201,0.87,24.84,100.98,0.04,9.86,52.06,60.99,5,Non-Leak,0
8202,1139.62,19.86,61.84,2.39,74.74,849.46,45.38,6,Large,1
8203,0.7,25.87,100.08,0.05,9.21,54.56,60.94,7,Non-Leak,0
8204,178.33,22.68,84.35,0.74,34.25,358.25,55.25,8,Small,1
8205,0.56,25.67,100.05,0.05,9.04,52.4,60.92,9,Non-Leak,0
8206,711.68,20.6,75.41,1.6,50.49,646.7,52.16,10,Medium,1
8207,0.64,25.8,100.57,0.06,10.61,58.87,61.09,11,Non-Leak,0
8208,1055.31,19.7,59.05,2.42,74.12,770.82,44.56,12,Large,1
8209,0.85,25.29,100.16,0.06,9.69,53.17,60.78,1,Non-Leak,0
8210,151.07,22.65,83.42,0.87,30.37,359.71,54.09,2,Small,1
8211,0.3,25.86,100.83,0.05,10.12,50.88,60.81,3,Non-Leak,0
8212,658.01,21.28,76.93,1.62,51.77,628.58,52.19,4,Medium,1
8213,0.47,25.28,100.11,0.07,10.12,56.86,60.76,5,Non-Leak,0
8214,1017.76,19.49,61.98,2.47,74.44,775.27,45.81,6,Large,1
8215,0.8,24.9,100.03,0.05,9.75,53.99,60.88,7,Non-Leak,0
8216,196.93,22.79,83.68,0.79,34.35,340.56,55.85,8,Small,1
8217,0.32,25.5,100.88,0.07,10.9,56.79,61.02,9,Non-Leak,0
8218,686.52,20.92,77.59,1.66,51.51,637.81,52.05,10,Medium,1
8219,0.55,25.7,100.22,0.06,10.15,56.72,61.02,11,Non-Leak,0
8220,1158.93,18.52,59.37,2.44,72.59,827.74,45.03,12,Large,1
8221,0.42,25.48,100.37,0.05,10.58,55.81,61.07,1,Non-Leak,0
8222,198.83,22.32,83.17,0.85,30.29,332.28,54.71,2,Small,1
8223,0.62,25.62,100.59,0.06,9.34,50.55,60.82,3,Non-Leak,0
8224,655.08,20.68,75.6,1.71,51.74,619.49,53.15,4,Medium,1
8225,0.49,25.02,100.75,0.03,10.61,55.21,61.07,5,Non-Leak,0
8226,1064.44,18.78,60.86,2.62,73.09,825.56,45.62,6,Large,1
8227,0.76,24.99,100.71,0.05,10.69,51.03,60.89,7,Non-Leak,0
8228,190.07,22.88,83.1,0.78,33.71,320.98,54.28,8,Small,1
8229,0.63,25.71,100.84,0.04,10.16,52.09,60.92,9,Non-Leak,0
8230,707.75,20.86,75.47,1.71,51.86,647.93,53.27,10,Medium,1
8231,0.86,25.23,100.66,0.06,9.82,54.78,61.09,11,Non-Leak,0
8232,1163.34,18.31,60.07,2.34,74.84,845.24,44.46,12,Large,1
8233,0.48,25.66,100.14,0.07,9.88,58.31,61.09,1,Non-Leak,0
8234,179.31,22.9,83.15,0.72,32.26,332.56,54.76,2,Small,1
8235,0.54,25.82,100.08,0.06,9.12,56.34,60.97,3,Non-Leak,0
8236,690.09,21.0,75.7,1.56,50.97,610.05,52.61,4,Medium,1
8237,0.89,25.57,100.49,0.04,9.21,59.12,60.89,5,Non-Leak,0
8238,1103.01,18.69,61.37,2.58,73.89,792.08,43.81,6,Large,1
8239,0.61,25.16,100.81,0.07,9.45,50.45,61.08,7,Non-Leak,0
8240,165.48,22.94,84.76,0.85,34.43,332.45,55.71,8,Small,1
8241,0.8,25.44,100.92,0.04,9.9,56.11,60.93,9,Non-Leak,0
8242,715.73,21.42,77.45,1.55,51.32,623.22,52.34,10,Medium,1
8243,0.75,25.02,100.76,0.05,9.71,57.43,60.73,11,Non-Leak,0
8244,1179.77,18.7,61.02,2.62,74.49,775.66,45.18,12,Large,1
8245,0.74,25.17,100.83,0.05,9.99,59.66,60.86,1,Non-Leak,0
8246,167.76,22.59,83.83,0.82,32.98,316.64,55.19,2,Small,1
8247,0.53,25.87,100.67,0.04,10.96,51.97,60.77,3,Non-Leak,0
8248,695.92,21.38,75.23,1.62,50.36,627.28,53.16,4,Medium,1
8249,0.64,25.59,100.7,0.06,9.93,54.82,60.71,5,Non-Leak,0
8250,1191.45,18.38,59.95,2.53,74.26,795.42,44.98,6,Large,1
8251,0.61,25.05,100.56,0.07,9.68,58.18,60.89,7,Non-Leak,0
8252,184.16,22.87,84.95,0.79,33.38,357.09,55.36,8,Small,1
8253,0.68,25.81,100.42,0.07,9.54,52.81,60.78,9,Non-Leak,0
8254,718.06,21.21,76.96,1.64,51.85,644.08,53.39,10,Medium,1
8255,0.36,25.53,100.68,0.06,9.32,55.63,60.85,11,Non-Leak,0
8256,1003.41,18.5,60.74,2.62,73.52,776.74,45.31,12,Large,1
8257,0.79,25.09,100.05,0.05,10.19,55.64,61.09,1,Non-Leak,0
8258,153.16,22.51,83.07,0.82,31.82,324.98,55.92,2,Small,1
8259,0.45,25.43,100.87,0.03,9.06,58.62,60.95,3,Non-Leak,0
8260,671.53,21.21,76.35,1.53,51.58,615.61,52.84,4,Medium,1
8261,0.86,25.73,100.26,0.05,10.86,59.24,60.78,5,Non-Leak,0
8262,1005.45,19.0,61.98,2.57,75.65,846.14,44.83,6,Large,1
8263,0.68,25.18,100.26,0.06,10.48,59.83,60.94,7,Non-Leak,0
8264,186.94,22.75,83.85,0.87,30.44,317.08,54.92,8,Small,1
8265,0.59,24.75,100.22,0.04,10.03,56.23,60.86,9,Non-Leak,0
8266,681.34,20.76,76.47,1.51,51.75,615.2,53.23,10,Medium,1
8267,0.81,25.72,100.58,0.06,10.89,56.91,60.78,11,Non-Leak,0
8268,1171.96,19.79,60.48,2.31,72.52,818.33,45.34,12,Large,1
8269,0.68,25.83,100.52,0.04,9.53,53.64,60.71,1,Non-Leak,0
8270,181.78,22.97,84.02,0.71,31.43,320.86,55.19,2,Small,1
8271,0.7,25.11,100.9,0.05,9.06,56.38,60.89,3,Non-Leak,0
8272,671.43,20.98,76.99,1.71,50.57,605.61,52.77,4,Medium,1
8273,0.55,24.97,100.08,0.05,9.87,58.31,60.98,5,Non-Leak,0
8274,1001.76,18.97,60.98,2.68,73.97,834.11,45.18,6,Large,1
8275,0.78,25.06,100.66,0.07,10.74,59.04,60.74,7,Non-Leak,0
8276,183.59,22.52,83.37,0.81,32.0,323.06,54.95,8,Small,1
8277,0.87,25.67,100.0,0.04,10.66,54.13,60.75,9,Non-Leak,0
8278,673.55,21.24,75.81,1.74,50.82,626.95,52.55,10,Medium,1
8279,0.87,25.79,100.19,0.07,10.55,56.95,60.99,11,Non-Leak,0
8280,1107.72,18.55,59.07,2.48,73.08,813.82,45.32,12,Large,1
8281,0.41,25.53,100.29,0.03,10.02,52.08,60.73,1,Non-Leak,0
8282,194.69,22.87,84.72,0.82,34.33,325.63,54.42,2,Small,1
8283,0.68,24.72,100.38,0.06,10.18,57.05,61.02,3,Non-Leak,0
8284,676.21,20.92,76.56,1.63,51.42,645.95,52.56,4,Medium,1
8285,0.32,25.88,100.24,0.05,9.66,57.71,60.83,5,Non-Leak,0
8286,1178.14,19.24,61.13,2.6,75.39,845.6,44.66,6,Large,1
8287,0.72,25.87,100.64,0.05,9.64,54.39,60.74,7,Non-Leak,0
8288,178.29,22.75,84.56,0.82,31.1,345.17,55.29,8,Small,1
8289,0.51,24.77,100.23,0.05,9.99,55.09,60.9,9,Non-Leak,0
8290,697.91,21.03,76.68,1.63,50.08,645.44,53.09,10,Medium,1
8291,0.9,24.9,100.04,0.05,9.65,50.52,61.02,11,Non-Leak,0
8292,1042.39,19.31,59.52,2.8,74.29,806.18,44.05,12,Large,1
8293,0.57,25.14,100.82,0.05,9.28,59.46,60.87,1,Non-Leak,0
8294,150.4,22.64,84.52,0.83,34.31,312.49,54.73,2,Small,1
8295,0.64,25.66,100.71,0.05,9.4,55.85,60.8,3,Non-Leak,0
8296,695.89,20.7,76.03,1.5,50.06,611.81,52.09,4,Medium,1
8297,0.9,24.99,100.03,0.05,10.99,54.53,60.83,5,Non-Leak,0
8298,1106.99,19.74,59.88,2.44,75.81,815.7,45.35,6,Large,1
8299,0.45,25.26,100.69,0.06,9.33,56.87,60.84,7,Non-Leak,0
8300,185.66,22.97,83.94,0.74,34.23,345.84,55.82,8,Small,1
8301,0.36,25.36,100.34,0.03,9.17,52.22,60.73,9,Non-Leak,0
8302,712.88,21.36,75.44,1.6,50.25,616.88,52.66,10,Medium,1
8303,0.58,25.5,100.41,0.03,9.86,55.49,60.76,11,Non-Leak,0
8304,1134.4,19.49,61.71,2.65,74.23,846.74,43.78,12,Large,1
8305,0.76,25.2,100.84,0.05,10.82,59.79,60.89,1,Non-Leak,0
8306,154.65,22.33,84.77,0.73,34.74,349.29,55.0,2,Small,1
8307,0.85,25.0,100.63,0.05,10.55,57.14,60.74,3,Non-Leak,0
8308,718.16,21.25,75.4,1.55,51.86,626.81,53.13,4,Medium,1
8309,0.67,24.74,100.0,0.05,10.77,58.2,60.98,5,Non-Leak,0
8310,1003.89,19.52,60.67,2.57,73.75,777.43,43.85,6,Large,1
8311,0.68,25.42,100.94,0.03,10.09,52.45,61.0,7,Non-Leak,0
8312,163.34,22.93,84.77,0.75,33.77,315.39,54.25,8,Small,1
8313,0.65,25.4,100.36,0.04,9.06,56.41,60.79,9,Non-Leak,0
8314,694.11,21.14,75.46,1.77,50.29,636.88,53.46,10,Medium,1
8315,0.57,24.9,100.89,0.05,9.85,57.28,60.85,11,Non-Leak,0
8316,1133.22,18.12,59.31,2.46,73.51,819.39,45.14,12,Large,1
8317,0.67,25.4,100.06,0.06,10.97,51.17,61.03,1,Non-Leak,0
8318,176.6,22.22,83.45,0.85,32.44,357.92,55.48,2,Small,1
8319,0.52,25.73,100.95,0.05,9.81,50.36,60.86,3,Non-Leak,0
8320,665.57,21.13,75.04,1.77,50.97,636.27,52.75,4,Medium,1
8321,0.41,24.78,100.94,0.03,9.01,56.78,60.77,5,Non-Leak,0
8322,1204.45,18.09,59.55,2.36,75.15,820.51,44.53,6,Large,1
8323,0.37,25.88,100.8,0.06,9.86,55.35,60.7,7,Non-Leak,0
8324,181.33,22.92,84.57,0.87,34.58,315.78,55.94,8,Small,1
8325,0.69,25.85,100.92,0.06,9.27,55.74,61.08,9,Non-Leak,0
8326,658.0,21.25,77.65,1.54,51.78,624.2,52.56,10,Medium,1
8327,0.69,25.06,100.41,0.04,9.02,55.79,60.83,11,Non-Leak,0
8328,1093.66,19.06,60.06,2.49,73.48,819.71,43.6,12,Large,1
8329,0.37,25.1,100.57,0.07,9.09,54.74,60.78,1,Non-Leak,0
8330,180.29,22.67,84.07,0.88,31.61,347.83,54.25,2,Small,1
8331,0.54,25.31,100.65,0.04,10.02,50.75,60.89,3,Non-Leak,0
8332,702.12,21.06,76.58,1.62,51.03,600.52,52.19,4,Medium,1
8333,0.89,24.74,100.66,0.06,10.57,59.19,61.09,5,Non-Leak,0
8334,1178.14,18.47,61.46,2.53,73.45,835.57,45.69,6,Large,1
8335,0.78,25.66,100.38,0.05,10.25,57.26,60.96,7,Non-Leak,0
8336,197.18,22.23,83.75,0.87,34.45,343.37,54.74,8,Small,1
8337,0.41,25.76,100.9,0.03,9.1,50.09,60.75,9,Non-Leak,0
8338,661.42,20.83,76.09,1.6,50.43,619.09,52.55,10,Medium,1
8339,0.65,25.02,100.45,0.07,10.92,56.58,60.95,11,Non-Leak,0
8340,1084.18,18.97,59.24,2.7,72.34,813.6,43.82,12,Large,1
8341,0.54,25.0,100.15,0.06,9.74,56.36,60.89,1,Non-Leak,0
8342,183.42,22.98,84.11,0.75,30.61,311.37,54.46,2,Small,1
8343,0.45,24.9,100.18,0.06,10.24,58.0,60.93,3,Non-Leak,0
8344,691.53,21.22,75.51,1.67,51.78,643.92,52.04,4,Medium,1
8345,0.33,24.87,100.43,0.05,10.47,50.06,60.91,5,Non-Leak,0
8346,1037.56,19.35,60.13,2.52,73.9,832.81,44.85,6,Large,1
8347,0.8,25.57,100.62,0.06,10.03,51.0,60.83,7,Non-Leak,0
8348,182.6,22.56,83.42,0.8,34.32,354.73,55.24,8,Small,1
8349,0.4,25.32,100.29,0.03,9.65,58.56,60.74,9,Non-Leak,0
8350,699.54,21.23,75.55,1.63,51.93,631.1,52.68,10,Medium,1
8351,0.36,25.34,100.94,0.03,10.63,58.72,60.78,11,Non-Leak,0
8352,1003.62,19.46,61.14,2.6,72.56,823.64,44.66,12,Large,1
8353,0.47,25.03,100.91,0.07,10.06,51.37,60.81,1,Non-Leak,0
8354,191.45,22.99,83.23,0.78,32.86,340.84,55.56,2,Small,1
8355,0.74,25.39,100.2,0.06,10.11,55.74,60.97,3,Non-Leak,0
8356,706.41,21.24,75.79,1.6,50.82,631.52,52.96,4,Medium,1
8357,0.85,25.5,100.0,0.06,10.61,56.66,60.96,5,Non-Leak,0
8358,1208.72,18.93,59.48,2.66,74.11,800.16,43.63,6,Large,1
8359,0.57,24.97,100.88,0.07,9.7,55.08,60.94,7,Non-Leak,0
8360,150.26,22.79,83.51,0.81,33.85,317.25,55.85,8,Small,1
8361,0.49,24.82,100.6,0.04,10.51,51.44,61.02,9,Non-Leak,0
8362,670.71,21.12,77.81,1.66,50.03,618.02,52.34,10,Medium,1
8363,0.51,24.84,100.34,0.04,10.65,55.63,60.97,11,Non-Leak,0
8364,1195.88,18.07,60.44,2.75,72.98,831.38,45.93,12,Large,1
8365,0.76,24.9,100.35,0.06,10.63,53.73,60.92,1,Non-Leak,0
8366,153.08,22.39,83.02,0.83,33.05,357.33,54.92,2,Small,1
8367,0.51,25.46,100.15,0.07,10.02,55.8,61.09,3,Non-Leak,0
8368,657.89,21.59,77.41,1.5,50.74,609.67,53.02,4,Medium,1
8369,0.78,25.24,100.9,0.04,10.59,53.4,60.9,5,Non-Leak,0
8370,1207.32,18.44,59.7,2.68,73.57,794.51,44.6,6,Large,1
8371,0.44,24.97,100.74,0.06,10.53,54.35,60.75,7,Non-Leak,0
8372,195.92,22.96,83.93,0.89,30.68,339.0,55.01,8,Small,1
8373,0.43,24.71,100.82,0.04,9.61,58.52,61.08,9,Non-Leak,0
8374,707.11,21.44,76.04,1.71,50.27,641.87,52.6,10,Medium,1
8375,0.62,25.47,100.34,0.05,10.57,57.15,60.97,11,Non-Leak,0
8376,1183.14,18.56,61.83,2.42,72.53,796.9,45.28,12,Large,1
8377,0.53,24.87,100.59,0.05,10.18,59.19,61.04,1,Non-Leak,0
8378,179.49,22.95,84.8,0.87,34.33,325.35,54.42,2,Small,1
8379,0.51,25.33,100.05,0.04,9.27,59.5,61.09,3,Non-Leak,0
8380,701.39,21.18,75.93,1.56,50.98,639.43,52.9,4,Medium,1
8381,0.58,25.18,100.29,0.06,9.2,59.15,60.81,5,Non-Leak,0
8382,1202.86,18.74,60.02,2.74,75.58,795.01,43.71,6,Large,1
8383,0.85,25.53,100.45,0.06,9.71,54.75,60.72,7,Non-Leak,0
8384,184.07,22.2,84.4,0.85,32.43,319.15,54.58,8,Small,1
8385,0.69,25.78,100.19,0.06,10.42,57.96,60.91,9,Non-Leak,0
8386,705.0,21.02,75.91,1.68,51.57,644.2,52.18,10,Medium,1
8387,0.58,25.13,100.51,0.04,10.95,55.41,60.88,11,Non-Leak,0
8388,1110.98,18.22,59.37,2.36,72.45,848.43,44.35,12,Large,1
8389,0.78,24.82,100.77,0.07,9.08,56.86,60.85,1,Non-Leak,0
8390,156.74,22.65,84.66,0.76,33.29,331.42,54.27,2,Small,1
8391,0.7,25.53,100.71,0.05,9.94,54.69,61.06,3,Non-Leak,0
8392,709.13,21.42,77.52,1.7,51.0,616.86,53.44,4,Medium,1
8393,0.65,25.02,100.13,0.05,9.52,53.95,60.99,5,Non-Leak,0
8394,1134.53,19.37,61.0,2.31,73.26,786.31,44.32,6,Large,1
8395,0.38,25.02,100.85,0.06,9.61,52.22,60.76,7,Non-Leak,0
8396,171.34,22.87,83.55,0.82,32.58,357.3,54.61,8,Small,1
8397,0.74,25.0,100.54,0.04,10.17,59.29,60.92,9,Non-Leak,0
8398,675.6,21.3,76.49,1.67,51.9,630.4,53.13,10,Medium,1
8399,0.84,25.24,100.45,0.06,10.17,55.32,60.98,11,Non-Leak,0
8400,1204.33,18.48,61.56,2.78,72.14,784.98,43.71,12,Large,1
8401,0.87,25.55,100.49,0.06,9.26,59.26,60.95,1,Non-Leak,0
8402,197.77,22.91,84.97,0.86,32.67,337.81,54.18,2,Small,1
8403,0.55,25.08,100.69,0.05,9.11,59.94,60.83,3,Non-Leak,0
8404,667.47,21.36,77.1,1.67,51.43,609.29,52.41,4,Medium,1
8405,0.54,25.72,100.49,0.07,9.25,54.13,60.79,5,Non-Leak,0
8406,1039.96,18.73,61.99,2.36,73.38,817.65,43.58,6,Large,1
8407,0.86,25.0,100.77,0.06,9.01,53.87,60.89,7,Non-Leak,0
8408,166.88,22.36,83.53,0.89,32.79,332.66,54.33,8,Small,1
8409,0.49,25.13,100.56,0.05,10.72,51.42,61.06,9,Non-Leak,0
8410,694.58,21.16,76.48,1.68,50.61,605.37,53.32,10,Medium,1
8411,0.77,24.93,100.73,0.05,9.18,53.89,60.82,11,Non-Leak,0
8412,1103.92,19.45,60.76,2.72,74.86,794.42,43.95,12,Large,1
8413,0.58,25.64,100.51,0.07,10.6,51.83,60.82,1,Non-Leak,0
8414,160.87,22.62,83.56,0.9,34.16,352.99,55.28,2,Small,1
8415,0.7,25.49,100.72,0.05,10.83,53.98,60.71,3,Non-Leak,0
8416,689.03,21.15,76.98,1.65,50.82,611.11,52.48,4,Medium,1
8417,0.68,25.46,100.49,0.04,9.4,57.52,60.8,5,Non-Leak,0
8418,1003.0,19.3,60.1,2.56,72.47,817.01,43.98,6,Large,1
8419,0.88,24.8,100.45,0.05,10.45,57.02,60.87,7,Non-Leak,0
8420,163.71,22.45,83.85,0.77,32.55,351.99,55.2,8,Small,1
8421,0.34,25.43,100.41,0.04,9.37,57.18,60.72,9,Non-Leak,0
8422,696.62,21.27,75.86,1.61,50.16,622.45,52.7,10,Medium,1
8423,0.35,25.68,100.63,0.05,10.86,54.03,60.75,11,Non-Leak,0
8424,1213.02,18.48,60.24,2.47,72.56,803.95,45.45,12,Large,1
8425,0.42,25.26,100.44,0.05,10.34,58.13,60.72,1,Non-Leak,0
8426,158.21,22.47,83.23,0.82,34.55,328.32,55.47,2,Small,1
8427,0.43,25.02,100.8,0.03,10.97,52.06,60.93,3,Non-Leak,0
8428,658.37,20.83,76.55,1.64,51.85,631.11,52.73,4,Medium,1
8429,0.73,25.69,100.47,0.05,9.19,58.86,60.78,5,Non-Leak,0
8430,1195.47,18.26,60.3,2.64,74.0,783.03,44.74,6,Large,1
8431,0.76,25.28,100.69,0.04,9.4,58.95,60.77,7,Non-Leak,0
8432,181.77,22.57,83.91,0.74,32.03,325.19,54.59,8,Small,1
